id;date;title;link;label;label_score;cluster_id;matched_tags;source;snippet;content_clean
e7cbdd2c5e820c00a40f647afd0e617d8dde94479f339e612c512bd236bb1e70;2025-10-27 13:02:35;„Vegyük a következő lépcsőfokokat”;https://magyarnarancs.hu/belpol/vegyuk-a-kovetkezo-lepcsofokokat-277681;kormánypárti;0.547;0;;https://magyarnarancs.hu/rss;Nagy Dávid, a Magyar Kétfarkú Kutya Párt listavezetője és újpesti képviselője: Lehet, hogy mindenkinek árt az indulásunk, de a legtöbbet a Fidesznek.;Nagy Dávid, a Magyar Kétfarkú Kutya Párt listavezetője és újpesti képviselője: Lehet, hogy mindenkinek árt az indulásunk, de a legtöbbet a Fidesznek.
d7fbf6dcd6aca8f0218e17f05c985f5f93aa9aa480f81d3e7b28e432ffbb5577;2025-10-27 13:02:35;Az ördög maga, és még annál is rosszabb;https://hang.hu/magyar-hang-plusz/az-ordog-maga-es-meg-annal-is-rosszabb-181772;kormánypárti;0.507;0;;https://hang.hu/rss;A legerősebb mágia szükségeltetik, hogy csupán néhány percre beleképzeljük magunkat napjaink Fidesz-szavazójának elméjébe. Vagyis, hogy mit üzen a kormánypárt, mit kell elhinnie a szimpatizánsnak.;A legerősebb mágia szükségeltetik, hogy csupán néhány percre beleképzeljük magunkat napjaink Fidesz-szavazójának elméjébe. Vagyis, hogy mit üzen a kormánypárt, mit kell elhinnie a szimpatizánsnak.
4a93cf0949f966da568e89425a6029dbda7ffdf417c147b8ff67402e06dc10b3;2025-10-27 13:02:35;Orbán Ráhel és Tiborcz István is jártak a pápánál;https://hang.hu/kulfold/orbanrahel-es-tiborcz-istvan-is-jartak-a-papanal-181896;kormánypárti;0.22;2;;https://hang.hu/rss;A miniszterelnököt családja is elkísérte a magánlátogatásra.;A miniszterelnököt családja is elkísérte a magánlátogatásra.
1002641ad10504cba1635b116cf85ce7b7b89ef42ad3a314c797226f5350eb6c;2025-10-27 13:02:35;Orbán Viktor elmondta, mire kérte XIV. Leó pápát;https://hang.hu/belfold/orban-viktor-xiv-leo-papa-181894;kormánypárti;0.259;2;;https://hang.hu/rss;A miniszterelnök magánaudencián járt a szentatyánál.;A miniszterelnök magánaudencián járt a szentatyánál.
19ed46df2a716209262bf3d7e4b4494d76ba61b4d9c746d2b95796a5e9d4dcfe;2025-10-27 13:02:35;Vitályos Eszter elhatárolódott Nagy Feró kijelentéséről, majd Magyar Pétert kritizálta;https://hang.hu/belfold/vitalyos-eszter-elhatarolodott-nagy-fero-kijelenteserol-majd-magyar-petert-kritizalta-181892;ellenzéki;0.361;5;;https://hang.hu/rss;„Nőként, anyaként nem tudok szó nélkül elmenni amellett, ha valaki olyan kijelentéseket tesz, amelyek relativizálják a kiszolgáltatott helyzetben lévők szenvedését”.;„Nőként, anyaként nem tudok szó nélkül elmenni amellett, ha valaki olyan kijelentéseket tesz, amelyek relativizálják a kiszolgáltatott helyzetben lévők szenvedését”.
ad59d700ee78cefb97a8798574b0ffb684ffef01e3fa37379544b2fd5ee29035;2025-10-27 13:02:35;A 21 Kutatóközpont szerint a Fidesz már csupán 17 százalékon áll Józsefvárosban;https://hang.hu/belfold/a-21-kutatokozpont-szerint-a-fidesz-mar-csupan-17-szazalekon-all-jozsefvarosban-181888;kormánypárti;0.381;0;;https://hang.hu/rss;Pikó András ismertette a felmérést, ami szerint a Tisza 35 százalékot kapna a kerületben, míg a harmadik legnagyobb erő a Kutya Párt.;Pikó András ismertette a felmérést, ami szerint a Tisza 35 százalékot kapna a kerületben, míg a harmadik legnagyobb erő a Kutya Párt.
b182b398fb8543c123d7135a61c2492b447db48ab3307ab4dfa0aa43af0b7e75;2025-10-27 13:02:35;Gyurcsány Ferenc: Közügyekről már a magánéletben sem nyilatkozom;https://hang.hu/belfold/gyurcsany-ferenc-kozugyekrol-mar-a-maganeletben-sem-nyilatkozom-181889;ellenzéki;0.527;1;;https://hang.hu/rss;A volt kormányfő nem vette zokon a Direkt36 cikkét, de nem kívánt arra reagálni.;A volt kormányfő nem vette zokon a Direkt36 cikkét, de nem kívánt arra reagálni.
b23a155f9451854f577b88d26d544b780833bccbf4dc5ec05194908804b08c4e;2025-10-27 13:02:35;„Még ma is működik az atombomba, amivel gyakorlatilag megsemmisítette a Fidesz az ellenzéket”;https://hang.hu/magyar-hang-plusz/stummer-janos-interju-momentum-atombomba-megsemmisitette-a-fidesz-az-ellenzeket-181735;kormánypárti;0.541;0;;https://hang.hu/rss;Stummer János, a Momentum parlamenti képviselője a kormánypárti kistelepüléseken befagyott erőviszonyokról és a Tisza esélyeiről. Interjú!;Stummer János, a Momentum parlamenti képviselője a kormánypárti kistelepüléseken befagyott erőviszonyokról és a Tisza esélyeiről. Interjú!
1bee3ba2cfd4d26bf9dfedcd1d7e4f473360f421e51224e1f7435db1fc57273b;2025-10-27 13:02:35;Dúró Dóra: Az a legkevesebb, hogy Nagy Ferónak bocsánatot kell kérnie;https://hang.hu/belfold/duro-dora-az-a-legkevesebb-hogy-nagy-feronak-bocsanatot-kell-kernie-181880;ellenzéki;0.375;5;;https://hang.hu/rss;A Mi Hazánk elnökhelyettese szerint aki úgy gondolja, hogy a gyermekáldozatok „jól jártak”, az „gonosz, sötét lelkű, elvetemült, érzéketlen szörnyeteg”.;A Mi Hazánk elnökhelyettese szerint aki úgy gondolja, hogy a gyermekáldozatok „jól jártak”, az „gonosz, sötét lelkű, elvetemült, érzéketlen szörnyeteg”.
0240160cd51562a59c4e80a57fd1b49cda49fab9dbb190cadc8a13f5c637eb24;2025-10-27 13:02:35;Lavrov: Tudjuk, hogy a tűzszünettel csak időt akarnak nyerni;https://hang.hu/kulfold/lavrov-tudjuk-hogy-a-tuzszunettel-csak-idot-akarnak-nyerni-181878;ellenzéki;0.296;6;;https://hang.hu/rss;Az orosz külügyminiszter az Ultrahangnak azt állította, hogy az amerikaiak térfelén pattog a labda.;Az orosz külügyminiszter az Ultrahangnak azt állította, hogy az amerikaiak térfelén pattog a labda.
318fdd2661535724ef68642e258864370017f00f0f7236e82d13c4f12d51bca1;2025-10-27 13:02:35;Lemond két szlovén miniszter a közbiztonsági problémák miatt;https://hang.hu/kulfold/lemond-ket-szloven-miniszter-a-kozbiztonsagi-problemak-miatt-181872;kormánypárti;0.234;2;;https://hang.hu/rss;Szombat hajnalban gyilkoltak meg Novo Mesto városban egy férfit.;Szombat hajnalban gyilkoltak meg Novo Mesto városban egy férfit.
8327c2432e22b5cc1d8afe30e3dd96686a310785e78a32992183f4a9edcd8a09;2025-10-27 13:02:34;Dobrev Klára arra kéri a pápát, hogy szólítsa fel Orbán Viktort a gyermekbántalmazások kivizsgálására;https://index.hu/belfold/2025/10/27/dobrev-klara-vatikan-leo-papa-orban-viktor-gyermekvedelem-demokratikus-koalicio/;kormánypárti;0.27;2;;https://index.hu/24ora/rss/;Független vizsgálóbizottság felállítását javasolja.;Független vizsgálóbizottság felállítását javasolja.
d8e9116c26f1da2a8d7dbedba5e5e33c166abd8e95ce09ccc6650d59b70121ad;2025-10-27 13:02:34;Ismét a Turul-szobrot vette elő Kovács Gergely, szerinte a körülötte lévő kátyúk is műemléknek számítanak;https://index.hu/belfold/2025/10/27/kovacs-gergely-karacsony-gergely-turul-szobor-lazar-janos-muemlek-katyuk/;ellenzéki;0.123;5;;https://index.hu/24ora/rss/;Fájhat ettől Karácsony Gergely feje.;Fájhat ettől Karácsony Gergely feje.
d0880046732998c8aa3b570d98bf259a1f3addf8f07f876e6b9c8806d24ee0d1;2025-10-27 13:02:34;Újabb részlet derült ki Gyurcsány Ferenc és Dobrev Klára válásáról, megszólalt a volt miniszterelnök;https://index.hu/belfold/2025/10/27/gyurcsany-ferenc-dobrev-klara-valas-interju-miniszterelnok-dk/;ellenzéki;0.502;1;;https://index.hu/24ora/rss/;A politikáról sem most, sem a belátható jövőben nem fog beszélni.;A politikáról sem most, sem a belátható jövőben nem fog beszélni.
b40751ae654d20f877ffe6660dbcbc79b5ef0013da6795512ca30faf00a7ff92;2025-10-27 13:02:34;Mészáros Lőrinc a felcsúti stadionban mondott nemet a háborús tervekre;https://24.hu/belfold/2025/10/27/meszaros-lorinc-felcsuti-stadion-brusszel-haboru-fidesz-alairasgyujtes/;ellenzéki;0.424;5;;https://24.hu/feed/;"<p>Pedig ott tilos politizálni – erről épp egy másik fideszes aláíró nyilatkozott korábban.</p> <p>The post <a href=""https://24.hu/belfold/2025/10/27/meszaros-lorinc-felcsuti-stadion-brusszel-haboru-fidesz-alairasgyujtes/"" target=""_blank"">Mészáros Lőrinc a felcsúti stadionban mondott nemet a háborús tervekre</a> first appeared on <a href=""https://24.hu/"" target=""_blank"">24.hu</a>.</p>";"<p>Pedig ott tilos politizálni – erről épp egy másik fideszes aláíró nyilatkozott korábban.</p> <p>The post <a href=""https://24.hu/belfold/2025/10/27/meszaros-lorinc-felcsuti-stadion-brusszel-haboru-fidesz-alairasgyujtes/"" target=""_blank"">Mészáros Lőrinc a felcsúti stadionban mondott nemet a háborús tervekre</a> first appeared on <a href=""https://24.hu/"" target=""_blank"">24.hu</a>.</p>"
3780ef0bb9c42dcce8968fc57d43395f689cf102c25728ce6318892ecca02345;2025-10-27 13:02:33;Pro-government veteran rocker’s comments cause stir in Hungary;https://telex.hu/english/2025/10/27/pro-government-veteran-rockers-comments-about-human-trafficking-case-cause-stir-in-hungary;kormánypárti;0.321;5;;https://telex.hu/rss;When asked about a case where vulnerable women are suspected of having been forced into prostitution by the director of a juvenile detention facility, Feró Nagy said that “the girls were making money too, so everyone benefited, right?” The government’s spokeswoman has now distanced herself from the comments of the singer who has been a frequent guest at Fidesz events.;When asked about a case where vulnerable women are suspected of having been forced into prostitution by the director of a juvenile detention facility, Feró Nagy said that “the girls were making money too, so everyone benefited, right?” The government’s spokeswoman has now distanced herself from the comments of the singer who has been a frequent guest at Fidesz events.
f71139059421a4a6c9553a25772af299f434944bfd6e7bac14a083cd0ba43177;2025-10-27 13:02:33;Washingtonba látogat Orbán Viktor, hogy szükség esetén elemezze Trumppal, mit jelent a Moszkva elleni szankció;https://telex.hu/kulfold/2025/10/27/orban-viktor-washington-orosz-szankcio;kormánypárti;0.39;2;;https://telex.hu/rss;Szijjártó Péter szerint bár még nem lépett érvénybe az Oroszország elleni szankció, Magyarország vizsgálja, hogyan hatna az az energiaellátására.;Szijjártó Péter szerint bár még nem lépett érvénybe az Oroszország elleni szankció, Magyarország vizsgálja, hogyan hatna az az energiaellátására.
8fd6c82b8c254465beb5ebff50a8898bc50c9370ccbf36a1ff1ebf9f9ec256bb;2025-10-27 13:02:33;November 22-én lesz a Fidesz kongresszusa, újabb két évre megválaszthatják Orbán Viktort elnöknek;https://telex.hu/belfold/2025/10/27/november-tisztujito-kongresszus-fidesz;kormánypárti;0.357;0;;https://telex.hu/rss;Az időpont az egyik, Békemenetre tartó buszon hangzott el.;Az időpont az egyik, Békemenetre tartó buszon hangzott el.
adb42db974559310691be52b1e505f6ac2f4d7b9b94a11555065364bf8e88638;2025-10-27 13:02:33;Orbán Viktor arra kérte a pápát, hogy támogassa háborúellenes erőfeszítéseit;https://telex.hu/kulfold/2025/10/27/orban-viktor-arra-kerte-a-papat-hogy-tamogassa-haboruellenes-erofesziteseit;kormánypárti;0.299;2;;https://telex.hu/rss;A magyar miniszterelnök később Giorgia Meloni olasz miniszterelnökkel is találkozik majd.;A magyar miniszterelnök később Giorgia Meloni olasz miniszterelnökkel is találkozik majd.
6c6367d5738479742d6a34a34bf93e259c26569d2c9a22b3c0c4e284ae2dcea3;2025-10-27 13:02:33;Az orosz külügy YouTube-jára is felkerült az Ultrahang Lavrov-interjúja;https://telex.hu/kulfold/2025/10/27/orosz-kulugyminiszterium-youtube-ultrahang;semleges;0.271;6;;https://telex.hu/rss;Az interjú Szijjártó Péter közbenjárásának köszönhetően készült el.;Az interjú Szijjártó Péter közbenjárásának köszönhetően készült el.
169cc66eb9ea0d8fa0f7943b94c62b5bc1235f37074a03e86a2c3698638f4aa2;2025-10-27 13:02:33;Orbán jövő héten tárgyal Trump elnökkel Washingtonban;https://444.hu/2025/10/27/orban-jovo-heten-targyal-trump-elnokkel-washingtonban?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_syndication;kormánypárti;0.226;6;;https://444.hu/feed;Az orosz energiahordozókról való leválás is téma lehet.;Az orosz energiahordozókról való leválás is téma lehet.
36ed09f7f70cbdadd0c7faca30c277bcc0a0856ddf84df8156604207cddc7251;2025-10-27 13:02:33;Nyugathibáztatás és „felszabadító háború”: telibe tolta az orosz propagandát Szijjártó kedvenc Youtube-csatornáján Lavrov külügyminiszter;https://444.hu/2025/10/26/ultrahang-szergej-lavrov-orosz-propaganda?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_syndication;ellenzéki;0.482;6;;https://444.hu/feed;Moszkvában adott nyilatkozatot a magyar külügyminiszter barátja az eddig is oroszbarát tartalmakban utazó Ultrahangnak.;Moszkvában adott nyilatkozatot a magyar külügyminiszter barátja az eddig is oroszbarát tartalmakban utazó Ultrahangnak.
acb1715c190ce80c2cf42c4e9df671c8756b629c2cc18b6bfba8a30321a6db6d;2025-10-27 13:02:33;Szijjártó: A jövő hét második felében megy Orbán tárgyalni Trumppal Washingtonba;https://hvg.hu/itthon/20251027_orban-washington-utazas-trump-szankciok-szijjarto;kormánypárti;0.314;6;;https://hvg.hu/rss;Az amerikai szankcióknak egyelőre nincs hatásuk a magyarországi orosz energiaimportra – közölte Szijjártó Péter.;Az amerikai szankcióknak egyelőre nincs hatásuk a magyarországi orosz energiaimportra – közölte Szijjártó Péter.
7181b9499d279ff2b474b6b73f7469eb611eb08182ecac85eb6721da1c8326db;2025-10-27 13:02:33;Orbán Viktort újabb két évre megválaszthatják a Fidesz elnökének;https://hvg.hu/itthon/20251027_Orban-Viktor-megvalasztas-fidesz-elnok;kormánypárti;0.296;0;;https://hvg.hu/rss;Csaknem egy hónap múlva döntenek majd a vezetésről, nagy meglepetés nem várható.;Csaknem egy hónap múlva döntenek majd a vezetésről, nagy meglepetés nem várható.
9d74377253a91505abbec8e951ee11400160d0ba598d85fb749925820797fe60;2025-10-27 13:02:33;Orbán: Trump hibát követett el a szankciókkal, hamarosan Washingtonba utazom és beszélek vele, hogy visszavonja őket;https://hvg.hu/itthon/20251027_orban-trump-hiba-putyin-szankciok-ebx;kormánypárti;0.341;6;;https://hvg.hu/rss;A magyar miniszterelnököt Rómában kapta el az olasz sajtó, miközben a pápai audienciáról érkezett, hogy Giorgia Meloni miniszterelnökkel találkozzon.;A magyar miniszterelnököt Rómában kapta el az olasz sajtó, miközben a pápai audienciáról érkezett, hogy Giorgia Meloni miniszterelnökkel találkozzon.
4b1e6e85fb25f3648136122d768de021dac328f7a9e2502cf64e902abea4fd15;2025-10-27 13:02:33;„Nem tudja, mennyi pénz és hatalom ömlött Hatvanpusztára” – írta Orbán Viktor anyjáról a debreceni milliárdos;https://hvg.hu/itthon/20251027_Orban-Viktor-anyja-szivoszalpapa-kritika-manipulacio-bekemenet-felfoldi-jozsef;kormánypárti;0.315;1;;https://hvg.hu/rss;Szerinte Sípos Erzsébet talán nem is érti igazán, mi történik ebben az országban. „Nem érti, hogy miféle strómanrendszert épített ki a fia” – írta a Felföldi József.;Szerinte Sípos Erzsébet talán nem is érti igazán, mi történik ebben az országban. „Nem érti, hogy miféle strómanrendszert épített ki a fia” – írta a Felföldi József.
4eebb67fb411c87294bb9c17a1c80c40f668d0566415f330c97e02a83d2e49ab;2025-10-27 13:02:33;Tusk felmondaná az Emberi Jogok Európai Egyezményét;https://hvg.hu/vilag/20251027_tusk-lengyelorszag-kilepes-emberi-jogi-egyezmeny;kormánypárti;0.379;0;;https://hvg.hu/rss;A csatlakozás a rendszerváltozás egyik jelképes eseménye volt, ám a lengyel miniszterelnök szerint mára már gáttá vált. Támogatói azonban ezt nem fogadják el.;A csatlakozás a rendszerváltozás egyik jelképes eseménye volt, ám a lengyel miniszterelnök szerint mára már gáttá vált. Támogatói azonban ezt nem fogadják el.
223360c0c5ac093b2fd7815b444391351afe50afba3e22d0b6cb038ae2d8f801;2025-10-27 13:02:33;Orbán Viktor: Magyarország erőfeszítéseiről ma beszámolok a Szentatyának;https://hvg.hu/itthon/20251027_Orban-Viktor-Magyarorszag-erofesziteseirol-ma-beszamolok-a-Szentatyanak;kormánypárti;0.367;2;;https://hvg.hu/rss;Hétfőn XIV. Leóval és Giorgia Meloni olasz miniszterelnökkel is találkozik Orbán Viktor.;Hétfőn XIV. Leóval és Giorgia Meloni olasz miniszterelnökkel is találkozik Orbán Viktor.
82ed2a9db1fcba8a771c35263b039cb6e7f09b249664c437b9796994fde491c1;2025-10-27 13:02:33;„Nem válaszolnak, el sem jöttek a bíróságra, nem adtak még ki semmilyen adatot” – egy ítélet hozhat fordulatot az MNB-alapítványok ügyében;https://hvg.hu/360/20251027_hvg-alapos-adatok-pallas-athene-mnb-alapitvany-transparency-international;ellenzéki;0.399;1;;https://hvg.hu/rss;Lassan talán kiderül, hogy Matolcsy György jegybankelnöki éveiben milyen trükkökkel szivattyúztak ki százmilliárdokat, miután a Transparency International közérdekű adatpert nyert a Pallas Athéné Alapítvány vagyonkezelőjével szemben. Hamarosan sok fontos részlet napvilágra kerülhet.;Lassan talán kiderül, hogy Matolcsy György jegybankelnöki éveiben milyen trükkökkel szivattyúztak ki százmilliárdokat, miután a Transparency International közérdekű adatpert nyert a Pallas Athéné Alapítvány vagyonkezelőjével szemben. Hamarosan sok fontos részlet napvilágra kerülhet.
2575fb3cffa4b63bc5845fe0f020b3003f2cfbe56df2f731d5b47d58761ccf8d;2025-10-27 12:48:41;Miközben az EU szankciókra készül, Szijjártó Péter továbbra is kitart a Netanjahu-kormány mellett;https://privatbankar.hu/cikkek/makro/hiaba-az-unios-tiltakozas-szijjarto-peter-tovabbra-is-kitart-a-netanjahu-kormany-mellett.html?utm_source=rss&utm_medium=referral;kormánypárti;0.453;2;;https://privatbankar.hu/rss;A magyar külügyminiszter izraeli hivatali kollégáját fogadta ma Budapesten, e kapcsán beszélt a béketeremtésről és az Európai Unió Izraellel kapcsolatos politikájáról.;A magyar külügyminiszter izraeli hivatali kollégáját fogadta ma Budapesten, e kapcsán beszélt a béketeremtésről és az Európai Unió Izraellel kapcsolatos politikájáról.
8a820c4aaebda92550bb227bb614e6360eb770c9064d87991636182652c33e88;2025-10-27 12:48:38;Itt a kormány válasza a NATO-nagykövet kijelentésére: Orbán Viktor személyesen tárgyal Donald Trumppal az orosz olajról;https://index.hu/gazdasag/2025/10/27/szijjarto-peter-energia-kulgazdasag-kulugyminiszter-egyesult-allamok-szankciok-donald-trump-orosz-olaj-kereskedelem/;kormánypárti;0.431;6;;https://index.hu/24ora/rss/;Szijjártó Péter: Nem vagyok híve semmifajta üzengetésnek.;Szijjártó Péter: Nem vagyok híve semmifajta üzengetésnek.
5e20b066ec1b0290f18ae2296eecd15fa566ef516357e90696e856885bc8f186;2025-10-27 12:48:38;Donald Trump kizárta, hogy alelnöki tisztségért indulna a következő választáson;https://24.hu/kulfold/2025/10/27/trump-nem-indul-alelnok/;ellenzéki;0.285;6;;https://24.hu/feed/;"<p>Az embereknek nem tetszene, és nem volna helyes.</p> <p>The post <a href=""https://24.hu/kulfold/2025/10/27/trump-nem-indul-alelnok/"" target=""_blank"">Donald Trump kizárta, hogy alelnöki tisztségért indulna a következő választáson</a> first appeared on <a href=""https://24.hu/"" target=""_blank"">24.hu</a>.</p>";"<p>Az embereknek nem tetszene, és nem volna helyes.</p> <p>The post <a href=""https://24.hu/kulfold/2025/10/27/trump-nem-indul-alelnok/"" target=""_blank"">Donald Trump kizárta, hogy alelnöki tisztségért indulna a következő választáson</a> first appeared on <a href=""https://24.hu/"" target=""_blank"">24.hu</a>.</p>"
9b6ba06da8cf4bdfad1ac6cb184e3e8c1b1a93a82fa1c423330d5c23f026792b;2025-10-27 12:40:17;A kormány döntött, évi 1 millió forintot kapnak a közszolgálatban dolgozók;https://www.atv.hu/belfold/20251027/kozszolgalat-otthon-tamogatas-hitel/;kormánypárti;0.333;7;;https://www.atv.hu/rss;Új otthontámogatási program indul a közszolgálatban dolgozóknak.;Új otthontámogatási program indul a közszolgálatban dolgozóknak.
